x,y,z,intensity
-5.52274,2.97991,0.328879,15
-5.52577,2.98403,0.54943,22
-5.51497,2.98069,0.769727,11
-3.75677,2.03128,0.676423,14
-3.73992,2.02385,0.826585,13
-0.46193,0.250077,-0.0275287,12
-5.50395,2.98094,1.44509,12
-3.73171,2.02194,1.13725,39
-3.75618,2.04199,0.0746265,32
-5.51406,3.00012,0.328984,12
-5.52407,3.00807,0.550301,21
-5.51203,3.00276,0.770702,24
-5.52043,3.00983,0.995862,17
-5.50671,3.0036,1.21927,28
-0.461098,0.251608,-0.0275287,12
-5.50088,3.00291,1.44689,14
-5.49624,3.00287,1.67818,23
-3.76832,2.06566,0.0750104,21
-5.50005,3.01743,0.328775,13
-5.51406,3.02637,0.550301,14
-3.73379,2.05097,0.523063,15
-3.7425,2.05746,0.676423,16
-5.50823,3.02943,1.22194,12
-0.481216,0.264769,-0.0287848,11
-5.49207,3.02304,1.44734,15
-3.74333,2.06132,-0.0745916,32
-3.73612,2.05819,1.14294,37
-3.73483,2.06429,0.0744869,23
-5.49473,3.03951,0.329089,18
-5.50521,3.04656,0.550476,24
-5.50829,3.05078,0.773139,26
-5.48891,3.04256,0.993985,17
-5.49419,3.04673,1.22118,15
-0.459331,0.254821,-0.0275287,12
-5.47296,3.03746,1.44509,12
-3.78331,2.10058,-0.075534,9
-5.48359,3.04586,1.68077,13
-3.77127,2.10165,0.0753595,4
-3.71885,2.07414,0.223161,15
-3.71986,2.07555,0.372678,15
-3.73325,2.08473,0.525013,11
-3.74012,2.09028,0.678613,11
-5.48866,3.06877,1.22232,15
-0.493301,0.275922,-0.0296222,11
-5.48614,3.06987,1.45138,21
-3.73234,2.08935,-0.0746614,16
-3.70986,2.07762,1.13932,12
-5.48461,3.0816,0.109811,8
-5.49949,3.09248,0.330659,19
-5.48207,3.08394,0.550301,23
-5.48859,3.09014,0.773383,16
-5.49335,3.09535,0.998678,14
-3.71466,2.09395,0.828874,18
-0.492334,0.277643,-0.0296222,11
-5.47199,3.08708,1.45048,15
-3.78771,2.13775,-0.075918,21
-3.70931,2.09436,1.14139,22
-5.47784,3.10174,0.10988,10
-3.71196,2.10269,0.223579,13
-3.72298,2.11065,0.374421,13
-5.47486,3.10636,0.772895,9
-3.72961,2.11699,0.679238,6
-5.4796,3.11284,1.22499,18
-0.505302,0.287168,-0.0304595,11
-5.45664,3.10232,1.44913,12
-5.46255,3.10695,1.68388,7
-3.88528,2.21702,0.0780821,38
-5.46845,3.12294,0.330031,12
