x,y,z,intensity
-0.223598,-0.432843,0.112476,100
-0.239621,-0.463662,-0.00911016,13
-0.226247,-0.437595,0.131998,21
-0.23022,-0.44376,0.0087262,20
-0.230529,-0.443786,0.0437522,32
-0.231758,-0.445393,-0.0439265,73
-0.228446,-0.43884,0.0961677,20
-0.233403,-0.448172,-0.026482,45
-0.235693,-0.452183,-0.00890073,13
-0.234025,-0.448793,0.135621,22
-0.234549,-0.448269,0.00883092,20
-0.232076,-0.442979,0.0437522,32
-0.233626,-0.444993,0.0976942,20
-0.234966,-0.447354,-0.026482,45
-0.240061,-0.456668,-0.00900544,14
-0.231994,-0.441134,0.133551,23
-0.233182,-0.441522,0.026168,33
-0.237559,-0.44924,0.0623971,24
-0.229666,-0.433764,0.0954045,22
-0.240265,-0.453591,-0.0269007,45
-0.229944,-0.433922,0.113375,100
-0.247274,-0.466428,-0.00921487,14
-0.230816,-0.435202,0.131998,20
-0.238477,-0.447756,0.0265867,33
-0.237037,-0.444865,0.0441008,34
-0.234391,-0.439159,0.078843,24
-0.231179,-0.43296,0.0954045,22
-0.236968,-0.443429,0.116075,100
-0.243243,-0.454981,-0.00900544,14
-0.23689,-0.442911,0.134586,23
-0.238284,-0.444026,0.00879601,20
-0.242361,-0.451055,0.0447981,32
-0.236782,-0.440119,0.0791559,21
-0.23455,-0.435607,0.0961677,20
-0.232967,-0.432306,0.113375,100
-0.253289,-0.470015,-0.00931959,16
-0.23469,-0.435321,0.132515,18
-0.243934,-0.450206,0.0447981,32
-0.237374,-0.437554,0.078843,22
-0.242549,-0.446906,0.0988391,19
-0.23626,-0.434956,0.114275,100
-0.244425,-0.449801,-0.00893563,14
-0.245435,-0.451472,0.137692,22
-0.243216,-0.445905,0.00886582,18
-0.239695,-0.438903,0.0437522,32
-0.244683,-0.447663,0.0626408,21
-0.237004,-0.433256,0.0782172,23
-0.242223,-0.442612,0.0980758,19
-0.246497,-0.450235,-0.0269007,45
-0.237777,-0.434128,0.114275,100
-0.246955,-0.450698,-0.00897054,16
-0.243295,-0.443836,0.135621,23
-0.240341,-0.436276,0.0435779,33
-0.244327,-0.44333,0.0621534,22
-0.238515,-0.432426,0.0782172,23
-0.239099,-0.433127,0.0961677,20
-0.249111,-0.451077,-0.0270054,29
-0.243136,-0.440077,0.116075,100
-0.249493,-0.451584,-0.00900544,16
-0.235498,-0.426076,0.130445,17
-0.246256,-0.443526,0.0265867,30
-0.24283,-0.437177,0.0437522,34
-0.245861,-0.441907,0.0800945,22
-0.242774,-0.435821,0.115175,100
-0.247253,-0.443679,-0.00886582,14
-0.245524,-0.440396,0.135104,22
-0.246974,-0.441545,0.00883092,16
-0.252221,-0.450189,0.0451467,32
-0.248368,-0.442768,0.0804073,21
-0.242192,-0.431405,0.0961677,20
-0.24437,-0.434928,0.115175,100
-0.255657,-0.455017,-0.00911016,13
-0.24422,-0.434484,0.133551,17
-0.250555,-0.44412,0.00890073,16
-0.253791,-0.449306,0.0451467,30
-0.24618,-0.435476,0.0614222,22
-0.249912,-0.441899,0.0804073,21
-0.243697,-0.430557,0.0961677,20
-0.24701,-0.436234,-0.0262727,30
-0.24293,-0.429028,0.113825,100
-0.253355,-0.447075,0.137692,23
-0.25005,-0.43981,0.00883092,16
-0.247847,-0.435759,0.0262727,31
-0.249366,-0.438073,0.0441008,32
-0.253518,-0.445006,0.0628846,22
-0.255823,-0.448506,0.100366,19
-0.251425,-0.440616,-0.0265867,30
-0.250146,-0.438375,0.116525,100
-0.249826,-0.437636,-0.00879601,9
-0.247172,-0.432812,0.133551,18
-0.254489,-0.444184,0.00893563,18
-0.249367,-0.434891,0.0262727,31
-0.250817,-0.437243,0.0441008,30
-0.252027,-0.438998,0.0621534,21
-0.250946,-0.436762,0.0797816,21
-0.248504,-0.432336,0.096931,20
-0.254876,-0.443243,-0.026796,30
-0.252647,-0.439189,0.116975,100
-0.256339,-0.445428,-0.00897054,8
-0.246754,-0.428598,0.132515,18
-0.250037,-0.432903,0.0087262,20
-0.25888,-0.447851,0.02711,31
-0.257329,-0.444989,0.0449724,30
-0.248586,-0.429525,0.0609347,23
-0.258608,-0.446661,-0.0633721,17
-0.253459,-0.437593,0.0800945,21
-0.248043,-0.428068,0.0961677,20
-0.263433,-0.454446,-0.0275287,43
-0.266887,-0.460219,0.122823,30
-0.263913,-0.454908,-0.00917997,6
-0.259885,-0.447784,0.138727,22
-0.252553,-0.433756,0.00876111,16
-0.255413,-0.438316,0.0265867,30
-0.259884,-0.445809,0.0451467,32
-0.252085,-0.432084,0.0614222,21
-0.262954,-0.450352,0.0825974,21
-0.252506,-0.432286,0.0973126,19
-0.252926,-0.432831,-0.0262727,45
-0.252756,-0.432367,0.115625,100
-0.273576,-0.467794,-0.0094592,8
-0.260471,-0.445207,0.138209,22
-0.2652,-0.451842,0.00914506,18
-0.252896,-0.430533,0.026168,36
-0.266486,-0.453488,0.0460182,29
-0.257617,-0.438046,0.0623971,22
-0.258512,-0.439217,0.0807202,21
-0.253017,-0.42971,0.096931,20
-0.261531,-0.443991,-0.0270054,59
-0.254264,-0.431482,0.115625,100
-0.267083,-0.453055,-0.00917997,8
-0.263005,-0.445959,0.138727,22
-0.266776,-0.450914,0.00914506,18
-0.25745,-0.434804,0.026482,31
-0.26299,-0.443984,0.0451467,30
-0.261169,-0.440559,0.0628846,22
-0.258028,-0.434914,0.0800945,21
-0.263534,-0.444019,0.100366,19
-0.267158,-0.449945,-0.027424,58
-0.259749,-0.437294,0.117424,100
-0.275813,-0.464153,-0.0094243,9
-0.258637,-0.435075,0.135621,21
-0.260154,-0.43624,0.00886582,18
-0.26306,-0.440763,0.0269007,28
-0.263517,-0.441353,0.0449724,30
-0.26576,-0.444757,0.0636158,24
-0.255489,-0.42723,0.078843,21
-0.256667,-0.429199,-0.0437522,100
-0.258027,-0.431303,0.0976942,20
-0.271804,-0.454151,-0.0277381,87
-0.259272,-0.433041,0.116525,100
-0.281542,-0.47005,-0.00956392,11
-0.264126,-0.440798,0.137692,22
-0.262629,-0.437089,0.00890073,21
-0.268637,-0.446734,0.0273194,31
-0.270114,-0.449013,0.0458439,30
-0.262114,-0.43537,0.0623971,21
-0.266287,-0.442126,-0.0633721,17
-0.264041,-0.438224,0.0810331,21
-0.266315,-0.441998,-0.0451467,100
-0.256415,-0.4254,0.0965494,19
-0.271246,-0.449827,-0.0275287,100
-0.263726,-0.437184,0.117874,100
-0.287232,-0.475962,-0.00970354,11
-0.263589,-0.436612,0.136656,22
-0.272441,-0.449853,0.00917997,20
-0.266054,-0.438962,0.0269007,31
-0.27168,-0.448067,0.0458439,30
-0.257527,-0.424225,-0.0609347,18
-0.268645,-0.442365,0.0819717,22
-0.278198,-0.458095,-0.0468898,100
-0.268092,-0.441281,0.100366,19
-0.272814,-0.448877,-0.0275287,100
-0.259176,-0.42627,0.115175,100
-0.286813,-0.471539,-0.00963373,11
-0.269128,-0.44229,0.138727,22
-0.274009,-0.448899,0.00917997,19
-0.265503,-0.434622,0.0266913,31
-0.274281,-0.448816,0.0460182,29
-0.267218,-0.436916,0.0628846,21
-0.266062,-0.434685,0.0807202,22
-0.277715,-0.453723,-0.0465412,100
-0.267581,-0.436994,0.0996023,19
-0.279596,-0.456438,-0.0280521,100
-0.262699,-0.428686,0.116075,100
-0.285322,-0.465421,-0.00952901,13
-0.268651,-0.438055,0.137692,18
-0.279766,-0.454753,0.00931959,20
-0.270159,-0.438795,0.0270054,30
-0.269577,-0.437678,0.0449724,30
-0.272908,-0.44274,0.0638595,18
-0.266541,-0.432072,0.0804073,20
-0.273021,-0.442576,-0.0454953,100
-0.273229,-0.44274,0.101129,19
-0.287483,-0.465656,-0.0286801,100
-0.270338,-0.437715,0.118774,100
-0.293251,-0.474629,-0.00973844,14
-0.272209,-0.440401,0.138727,22
-0.276083,-0.445276,0.00914506,21
-0.270636,-0.436152,0.0269007,30
-0.273205,-0.44012,0.045321,30
-0.27131,-0.436726,0.0631283,21
-0.274529,-0.441737,-0.0638595,17
-0.272219,-0.43785,0.0816588,21
-0.280876,-0.451773,-0.0465412,9
-0.270625,-0.435116,0.0996023,19
-0.298602,-0.479912,-0.0296222,100
-0.270835,-0.435114,0.118324,100
-0.289621,-0.465115,-0.00956392,14
-0.273745,-0.439448,0.138727,18
-0.281874,-0.451093,0.00928468,21
-0.274275,-0.438591,0.02711,30
-0.276853,-0.442541,0.0456696,30
-0.270726,-0.432412,0.0626408,20
-0.282392,-0.45087,-0.065322,16
-0.276893,-0.441919,0.0825974,21
-0.282451,-0.45079,-0.0465412,9
-0.270057,-0.430841,0.0988391,19
-0.298154,-0.475482,-0.0294128,100
-0.285814,-0.455627,0.124173,100
-0.298684,-0.475958,-0.00980825,17
-0.277332,-0.441762,0.139762,18
-0.285578,-0.453491,0.00935449,21
-0.275804,-0.437631,0.02711,30
-0.284771,-0.451685,0.0467155,27
-0.272233,-0.431464,0.0626408,19
-0.281598,-0.44596,0.083536,18
-0.288278,-0.45654,-0.0472384,9
-0.276801,-0.438195,0.100747,18
-0.297678,-0.471062,-0.0292035,100
-0.275948,-0.436507,0.119224,100
-0.304619,-0.481673,-0.00994787,17
-0.281971,-0.445689,0.141315,20
-0.291445,-0.459244,0.00949411,22
-0.269835,-0.424864,0.0263773,23
-0.288483,-0.454051,0.0470641,26
-0.276933,-0.435536,0.0633721,18
-0.277009,-0.435488,-0.0633721,17
-0.27679,-0.434975,0.0816588,20
-0.297357,-0.467297,-0.0484586,10
-0.278329,-0.437226,0.100747,19
-0.30683,-0.481812,-0.0299362,100
-0.282706,-0.443759,0.121474,27
-0.300924,-0.472175,-0.00977335,21
-0.285602,-0.44796,0.14235,18
-0.290892,-0.454855,0.0094243,21
-0.286389,-0.447471,0.0278427,35
-0.28362,-0.442974,0.0460182,27
