x,y,z,intensity
-4.10021,1.39822,-0.227033,33
-4.09627,1.39768,0.999233,35
-4.11418,1.40459,-0.0758831,24
-4.09867,1.40009,1.16054,30
-2.22025,0.761461,-0.62893,35
-4.07414,1.39807,0.075185,26
-2.20806,0.758142,-0.538983,7
-4.05924,1.39454,0.22494,31
-2.2578,0.775658,-0.464048,10
-4.07171,1.39962,0.376687,41
-4.05068,1.39397,0.525988,31
-2.31028,0.795942,0.387019,7
-4.08581,1.40765,-0.378082,1
-4.04067,1.39289,0.830782,32
-4.04243,1.39429,-0.224103,15
-4.0361,1.39289,0.985736,34
-4.05444,1.40001,-0.0748708,22
-4.05907,1.40241,1.15071,35
-2.22123,0.770473,-0.629966,33
-4.02012,1.39523,0.0742774,26
-2.20908,0.767123,-0.539883,3
-4.00341,1.391,0.222114,35
-2.25322,0.78289,-0.463666,3
-4.01411,1.3955,0.371806,41
-3.99142,1.38918,0.51892,28
-2.30562,0.803352,0.386706,7
-4.00561,1.39568,-0.371109,1
-4.00241,1.39535,0.823913,36
-4.0036,1.39655,-0.222218,19
-3.97418,1.38707,0.971789,30
-3.991,1.39372,-0.0737888,21
-3.98302,1.39171,1.13052,30
-2.20759,0.774385,-0.62686,37
-3.96805,1.3927,0.0734048,30
-2.22846,0.782578,-0.545281,2
-3.95519,1.38974,0.219706,34
-2.25047,0.790751,-0.463666,2
-3.95471,1.39034,0.366751,35
-3.95097,1.39058,0.514289,33
-2.30839,0.813364,0.387645,7
-3.93306,1.38582,-0.364834,1
-3.94567,1.39104,0.813228,36
-3.95161,1.39391,-0.219602,19
-3.93072,1.38731,0.962341,35
-3.9352,1.38966,-0.0728463,24
-3.92714,1.38759,1.11603,31
-2.20852,0.783378,-0.627895,34
-3.9104,1.38782,0.0724275,30
-2.20918,0.784483,-0.541232,2
-3.90351,1.38614,0.21709,33
-2.29765,0.816349,-0.47397,1
-3.90102,1.38679,0.362219,37
-3.8956,1.38639,0.507708,33
-2.3094,0.82234,0.38827,7
-3.87941,1.38216,-0.360302,3
-3.88346,1.38437,0.801398,33
-3.89781,1.39025,-0.21688,21
-3.88939,1.38724,0.953343,39
-3.89667,1.39061,-0.0722181,27
-3.88067,1.38566,1.10412,35
-2.21682,0.794609,-0.631001,21
-3.8606,1.38458,0.0715898,32
-2.19923,0.789172,-0.539433,2
-3.84814,1.38086,0.214263,34
-2.28015,0.818656,-0.470917,1
-3.8589,1.38625,0.358733,42
-3.82373,1.37512,0.498933,31
-2.30108,0.827987,0.387332,8
-3.83731,1.38152,-0.356816,5
-3.83083,1.37994,0.791476,30
-3.82929,1.38014,-0.213321,21
-3.82427,1.37833,0.938496,37
-3.85065,1.3886,-0.0714502,28
-3.81972,1.3782,1.08808,33
-2.23233,0.808534,-0.636177,16
-3.80711,1.37966,0.0706822,29
-2.2076,0.800446,-0.542132,2
-3.80011,1.37862,0.211856,37
-2.28111,0.827552,-0.47168,1
-3.80371,1.38068,0.354027,38
-3.7837,1.37491,0.494302,31
-2.31489,0.842092,0.390148,8
-3.80438,1.38468,-0.354201,8
-3.79118,1.37988,0.784225,13
-3.78904,1.37985,-0.211333,26
